pollster,start_date,end_date,sample_size,population,cycle,office_type,election_date,DEM,GOP
Ipsos,2018-02-19,2018-02-23,2144,A,2018,House,2018-11-06,36,30.7
Ipsos,2018-02-18,2018-02-22,1310,RV,2018,House,2018-11-06,40.9,35.4
Ipsos,2018-02-18,2018-02-22,1638,A,2018,House,2018-11-06,36.6,29.7
Tarrance Group,2018-02-17,2018-02-22,1010,LV,2018,House,2018-11-06,42.5,37.5
Marist College,2018-02-20,2018-02-21,819,RV,2018,House,2018-11-06,46,39
Ipsos,2018-02-17,2018-02-21,953,RV,2018,House,2018-11-06,41.7,34.8
Ipsos,2018-02-17,2018-02-21,1194,A,2018,House,2018-11-06,36.9,29.4
YouGov,2018-02-18,2018-02-20,1297,RV,2018,House,2018-11-06,43,35
Ipsos,2018-02-16,2018-02-20,876,RV,2018,House,2018-11-06,42.8,36.4
Ipsos,2018-02-16,2018-02-20,1104,A,2018,House,2018-11-06,38.5,30
America First Policies,2018-02-16,2018-02-20,1200,RV,2018,House,2018-11-06,42,37
Quinnipiac University,2018-02-16,2018-02-19,1249,RV,2018,House,2018-11-06,53,38
Harris Insights & Analytics,2018-02-16,2018-02-19,1934,RV,2018,House,2018-11-06,41,36
Ipsos,2018-02-15,2018-02-19,766,RV,2018,House,2018-11-06,41.5,35.3
Ipsos,2018-02-15,2018-02-19,972,A,2018,House,2018-11-06,36.8,29.3
Morning Consult,2018-02-15,2018-02-19,1989,RV,2018,House,2018-11-06,40,38
Ipsos,2018-02-14,2018-02-18,772,RV,2018,House,2018-11-06,41.7,36.6
Ipsos,2018-02-14,2018-02-18,953,A,2018,House,2018-11-06,37.1,31.3
Ipsos,2018-02-13,2018-02-17,1016,RV,2018,House,2018-11-06,42.3,36.7
Ipsos,2018-02-13,2018-02-17,1264,A,2018,House,2018-11-06,37.5,32
Public Policy Polling,2018-02-15,2018-02-16,745,RV,2018,House,2018-11-06,51,42
Ipsos,2018-02-12,2018-02-16,1300,RV,2018,House,2018-11-06,42.6,37
Ipsos,2018-02-12,2018-02-16,1611,A,2018,House,2018-11-06,37.9,32.5
Ipsos,2018-02-11,2018-02-15,1241,RV,2018,House,2018-11-06,42.1,36.3
Ipsos,2018-02-11,2018-02-15,1529,A,2018,House,2018-11-06,37.7,32.1
Ipsos,2018-02-10,2018-02-14,1218,RV,2018,House,2018-11-06,42,35.8
Ipsos,2018-02-10,2018-02-14,1497,A,2018,House,2018-11-06,37.8,31.4
YouGov,2018-02-11,2018-02-13,1270,RV,2018,House,2018-11-06,42,38
Ipsos,2018-02-09,2018-02-13,1233,RV,2018,House,2018-11-06,43.5,34.1
Ipsos,2018-02-09,2018-02-13,1518,A,2018,House,2018-11-06,38.8,30.6
Pew Research Center,2018-01-29,2018-02-13,4642,A,2018,House,2018-11-06,47,38
Ipsos,2018-02-08,2018-02-12,1268,RV,2018,House,2018-11-06,42.5,35
Ipsos,2018-02-08,2018-02-12,1563,A,2018,House,2018-11-06,38.5,30.6
Morning Consult,2018-02-08,2018-02-12,1985,RV,2018,House,2018-11-06,38,39
Public Policy Polling,2018-02-09,2018-02-11,687,RV,2018,House,2018-11-06,49,41
Ipsos,2018-02-07,2018-02-11,1256,RV,2018,House,2018-11-06,41.7,35.7
Ipsos,2018-02-07,2018-02-11,1545,A,2018,House,2018-11-06,37.7,31
Ipsos,2018-02-06,2018-02-10,1382,RV,2018,House,2018-11-06,42.1,36.6
Ipsos,2018-02-06,2018-02-10,1716,A,2018,House,2018-11-06,38.1,31.7
Ipsos,2018-02-05,2018-02-09,1578,RV,2018,House,2018-11-06,41.8,37.8
Ipsos,2018-02-05,2018-02-09,1946,A,2018,House,2018-11-06,37.7,32.7
McLaughlin & Associates,2018-02-05,2018-02-09,1000,LV,2018,House,2018-11-06,45,42
Ipsos,2018-02-04,2018-02-08,2141,RV,2018,House,2018-11-06,40.8,37.8
Ipsos,2018-02-04,2018-02-08,2584,A,2018,House,2018-11-06,36.8,32.3
Marist College,2018-02-05,2018-02-07,807,RV,2018,House,2018-11-06,49,38
Ipsos,2018-02-03,2018-02-07,2666,RV,2018,House,2018-11-06,42.4,36.6
Ipsos,2018-02-03,2018-02-07,3161,A,2018,House,2018-11-06,38.1,31.8
Garin-Hart-Yang Research Group,2018-02-02,2018-02-07,1001,RV,2018,House,2018-11-06,46,42
YouGov,2018-02-04,2018-02-06,1313,RV,2018,House,2018-11-06,43,37
Ipsos,2018-02-02,2018-02-06,2630,RV,2018,House,2018-11-06,42.4,36.3
Ipsos,2018-02-02,2018-02-06,3112,A,2018,House,2018-11-06,38.1,31.3
Quinnipiac University,2018-02-02,2018-02-05,1333,RV,2018,House,2018-11-06,49,40
Ipsos,2018-02-01,2018-02-05,2582,RV,2018,House,2018-11-06,42.2,35.6
Ipsos,2018-02-01,2018-02-05,3031,A,2018,House,2018-11-06,37.8,30.9
Morning Consult,2018-02-01,2018-02-04,1985,RV,2018,House,2018-11-06,42,38
Ipsos,2018-01-31,2018-02-04,2422,RV,2018,House,2018-11-06,42.6,34.6
Ipsos,2018-01-31,2018-02-04,2844,A,2018,House,2018-11-06,38.4,30.6
Ipsos,2018-01-30,2018-02-03,1870,RV,2018,House,2018-11-06,43.1,34.5
Ipsos,2018-01-30,2018-02-03,2226,A,2018,House,2018-11-06,38.5,30.9
Ipsos,2018-01-29,2018-02-02,1317,RV,2018,House,2018-11-06,39.9,35.7
Ipsos,2018-01-29,2018-02-02,1587,A,2018,House,2018-11-06,35.6,32
IBD/TIPP,2018-01-25,2018-02-02,900,A,2018,House,2018-11-06,46,41
SurveyMonkey,2018-01-30,2018-02-01,4424,A,2018,House,2018-11-06,45,39
Ipsos,2018-01-28,2018-02-01,1348,RV,2018,House,2018-11-06,39.9,35.9
Ipsos,2018-01-28,2018-02-01,1632,A,2018,House,2018-11-06,35.2,32.2
Ipsos,2018-01-27,2018-01-31,1606,RV,2018,House,2018-11-06,42.2,35.1
Ipsos,2018-01-27,2018-01-31,1942,A,2018,House,2018-11-06,37.6,31.1
YouGov,2018-01-28,2018-01-30,1265,RV,2018,House,2018-11-06,42,37
Monmouth University,2018-01-28,2018-01-30,711,RV,2018,House,2018-11-06,47,45
Ipsos,2018-01-26,2018-01-30,1522,RV,2018,House,2018-11-06,41.8,36
Ipsos,2018-01-26,2018-01-30,1860,A,2018,House,2018-11-06,36.8,31.3
Ipsos,2018-01-25,2018-01-29,1478,RV,2018,House,2018-11-06,42.3,35.5
Ipsos,2018-01-25,2018-01-29,1808,A,2018,House,2018-11-06,37.5,30.8
Ipsos,2018-01-24,2018-01-28,1510,RV,2018,House,2018-11-06,42.2,33.9
Ipsos,2018-01-24,2018-01-28,1861,A,2018,House,2018-11-06,37.7,29.6
Ipsos,2018-01-23,2018-01-27,1562,RV,2018,House,2018-11-06,42.7,34.7
Ipsos,2018-01-23,2018-01-27,1912,A,2018,House,2018-11-06,38.5,30.1
Morning Consult,2018-01-25,2018-01-26,1992,RV,2018,House,2018-11-06,42,38
Ipsos,2018-01-22,2018-01-26,1480,RV,2018,House,2018-11-06,42.1,35.7
Ipsos,2018-01-22,2018-01-26,1820,A,2018,House,2018-11-06,38.6,31.3
Rasmussen (Pulse Opinion Research),2018-01-24,2018-01-25,1000,LV,2018,House,2018-11-06,45,37
Winston,2018-01-24,2018-01-25,1000,RV,2018,House,2018-11-06,46,40
Ipsos,2018-01-21,2018-01-25,1960,RV,2018,House,2018-11-06,41.5,35.2
Ipsos,2018-01-21,2018-01-25,2393,A,2018,House,2018-11-06,38.2,30.8
Ipsos,2018-01-20,2018-01-24,2480,RV,2018,House,2018-11-06,42.3,34.7
Ipsos,2018-01-20,2018-01-24,3029,A,2018,House,2018-11-06,38.4,30
YouGov,2018-01-21,2018-01-23,1297,RV,2018,House,2018-11-06,41,37
Fox News/Beacon Research/Shaw & Co. Research,2018-01-21,2018-01-23,1002,RV,2018,House,2018-11-06,44,38
Quinnipiac University,2018-01-19,2018-01-23,1245,RV,2018,House,2018-11-06,51,38
Ipsos,2018-01-19,2018-01-23,2442,RV,2018,House,2018-11-06,42.1,35.3
Ipsos,2018-01-19,2018-01-23,2982,A,2018,House,2018-11-06,38.1,30.2
Ipsos,2018-01-18,2018-01-22,2360,RV,2018,House,2018-11-06,41.4,35.1
Ipsos,2018-01-18,2018-01-22,2904,A,2018,House,2018-11-06,37.4,30.1
Morning Consult,2018-01-20,2018-01-21,1997,RV,2018,House,2018-11-06,43,37
Ipsos,2018-01-17,2018-01-21,2175,RV,2018,House,2018-11-06,41.2,34.8
Ipsos,2018-01-17,2018-01-21,2674,A,2018,House,2018-11-06,37,29.5
Morning Consult,2018-01-18,2018-01-20,1994,RV,2018,House,2018-11-06,42,37
Ipsos,2018-01-16,2018-01-20,1776,RV,2018,House,2018-11-06,41.5,35.1
Ipsos,2018-01-16,2018-01-20,2188,A,2018,House,2018-11-06,37.6,29.8
Ipsos,2018-01-15,2018-01-19,1318,RV,2018,House,2018-11-06,40.9,35.7
Ipsos,2018-01-15,2018-01-19,1640,A,2018,House,2018-11-06,37.4,30.4
Washington Post/George Mason,2018-01-15,2018-01-18,846,RV,2018,House,2018-11-06,51,39
Washington Post/George Mason,2018-01-15,2018-01-18,515,LV,2018,House,2018-11-06,54,40
Ipsos,2018-01-14,2018-01-18,1261,RV,2018,House,2018-11-06,41.5,35.6
Ipsos,2018-01-14,2018-01-18,1570,A,2018,House,2018-11-06,38.3,30.7
SSRS,2018-01-14,2018-01-18,1005,A,2018,House,2018-11-06,51,41
SSRS,2018-01-14,2018-01-18,913,RV,2018,House,2018-11-06,49,44
Hart Research Associates/Public Opinion Strategies,2018-01-13,2018-01-17,765,RV,2018,House,2018-11-06,49,43
Ipsos,2018-01-13,2018-01-17,1258,RV,2018,House,2018-11-06,40.3,35.2
Ipsos,2018-01-13,2018-01-17,1571,A,2018,House,2018-11-06,36.8,29.9
Ipsos,2018-01-16,2018-01-16,1007,A,2018,House,2018-11-06,38,30
YouGov,2018-01-14,2018-01-16,1309,RV,2018,House,2018-11-06,42,36
Quinnipiac University,2018-01-12,2018-01-16,1212,RV,2018,House,2018-11-06,50,39
Ipsos,2018-01-12,2018-01-16,1309,RV,2018,House,2018-11-06,40.3,37
Ipsos,2018-01-12,2018-01-16,1640,A,2018,House,2018-11-06,36.8,31.6
Morning Consult,2018-01-11,2018-01-16,1993,RV,2018,House,2018-11-06,41,38
Zogby,2018-01-12,2018-01-15,847,LV,2018,House,2018-11-06,44,34
Ipsos,2018-01-11,2018-01-15,1299,RV,2018,House,2018-11-06,41.1,35.1
Ipsos,2018-01-11,2018-01-15,1641,A,2018,House,2018-11-06,37,29.9
Pew Research Center,2018-01-10,2018-01-15,1215,RV,2018,House,2018-11-06,53,39
USC Dornsife/Los Angeles Times,2017-12-15,2018-01-15,3569,A,2018,House,2018-11-06,51,40
Ipsos,2018-01-10,2018-01-14,1253,RV,2018,House,2018-11-06,41,35.2
Ipsos,2018-01-10,2018-01-14,1557,A,2018,House,2018-11-06,36.8,30.4
Ipsos,2018-01-09,2018-01-13,1354,RV,2018,House,2018-11-06,40.9,35.9
Ipsos,2018-01-09,2018-01-13,1673,A,2018,House,2018-11-06,36.5,30.7
Ipsos,2018-01-08,2018-01-12,1409,RV,2018,House,2018-11-06,42.6,36.1
Ipsos,2018-01-08,2018-01-12,1728,A,2018,House,2018-11-06,38.7,31.3
Emerson College Polling Society,2018-01-08,2018-01-11,600,RV,2018,House,2018-11-06,45.2,40.3
Ipsos,2018-01-07,2018-01-11,1324,RV,2018,House,2018-11-06,43.3,33.4
Ipsos,2018-01-07,2018-01-11,1614,A,2018,House,2018-11-06,39.3,29.5
GQR Research (GQRR),2018-01-06,2018-01-11,1000,RV,2018,House,2018-11-06,49,38
GQR Research (GQRR),2018-01-06,2018-01-11,720,LV,2018,House,2018-11-06,48,40
McLaughlin & Associates,2018-01-05,2018-01-11,1000,LV,2018,House,2018-11-06,45,42
Marist College,2018-01-08,2018-01-10,1092,RV,2018,House,2018-11-06,46,40
Ipsos,2018-01-06,2018-01-10,1320,RV,2018,House,2018-11-06,43,34.7
Ipsos,2018-01-06,2018-01-10,1584,A,2018,House,2018-11-06,39.5,31.1
YouGov,2018-01-08,2018-01-09,1312,RV,2018,House,2018-11-06,44,37
Quinnipiac University,2018-01-05,2018-01-09,1106,RV,2018,House,2018-11-06,52,35
Ipsos,2018-01-05,2018-01-09,1369,RV,2018,House,2018-11-06,43.1,34.8
Ipsos,2018-01-05,2018-01-09,1622,A,2018,House,2018-11-06,39.4,31.3
Ipsos,2018-01-04,2018-01-08,1345,RV,2018,House,2018-11-06,43.9,33.5
Ipsos,2018-01-04,2018-01-08,1581,A,2018,House,2018-11-06,39.5,30.4
Ipsos,2018-01-03,2018-01-07,1336,RV,2018,House,2018-11-06,42.1,34.2
Ipsos,2018-01-03,2018-01-07,1553,A,2018,House,2018-11-06,37.3,31.1
Ipsos,2018-01-02,2018-01-06,1383,RV,2018,House,2018-11-06,42.2,34.9
Ipsos,2018-01-02,2018-01-06,1610,A,2018,House,2018-11-06,37.3,31
Morning Consult,2018-01-04,2018-01-05,1988,RV,2018,House,2018-11-06,44,36
Ipsos,2018-01-01,2018-01-05,1599,A,2018,House,2018-11-06,36.4,30.7
Ipsos,2018-01-01,2018-01-05,1355,RV,2018,House,2018-11-06,41.2,34.6
Ipsos,2017-12-31,2018-01-04,1055,RV,2018,House,2018-11-06,41.1,34.4
Ipsos,2017-12-31,2018-01-04,1259,A,2018,House,2018-11-06,35.9,30.5
Ipsos,2017-12-30,2018-01-03,786,RV,2018,House,2018-11-06,39.6,35.2
Ipsos,2017-12-30,2018-01-03,948,A,2018,House,2018-11-06,34.8,30.8
YouGov,2017-12-31,2018-01-02,1273,RV,2018,House,2018-11-06,42,36
Ipsos,2017-12-29,2018-01-02,508,RV,2018,House,2018-11-06,41,33.9
Ipsos,2017-12-29,2018-01-02,625,A,2018,House,2018-11-06,36,29.8
Ipsos,2017-12-27,2017-12-31,1506,RV,2018,House,2018-11-06,43.3,34.6
Ipsos,2017-12-27,2017-12-31,1819,A,2018,House,2018-11-06,40.2,30.3
Ipsos,2017-12-26,2017-12-30,1558,RV,2018,House,2018-11-06,44.7,32.9
Ipsos,2017-12-26,2017-12-30,1897,A,2018,House,2018-11-06,41.3,28.4
Ipsos,2017-12-25,2017-12-29,1517,RV,2018,House,2018-11-06,45.3,33
Ipsos,2017-12-25,2017-12-29,1839,A,2018,House,2018-11-06,42.1,29.1
Ipsos,2017-12-24,2017-12-28,1252,RV,2018,House,2018-11-06,44.8,31.4
Ipsos,2017-12-24,2017-12-28,1519,A,2018,House,2018-11-06,41.7,27.9
Ipsos,2017-12-23,2017-12-27,1212,RV,2018,House,2018-11-06,45.1,30.3
Ipsos,2017-12-23,2017-12-27,1455,A,2018,House,2018-11-06,41.9,26.8
YouGov,2017-12-24,2017-12-26,1236,RV,2018,House,2018-11-06,44,36
Ipsos,2017-12-22,2017-12-26,1218,RV,2018,House,2018-11-06,45.7,30.7
Ipsos,2017-12-22,2017-12-26,1458,A,2018,House,2018-11-06,42,27.1
Ipsos,2017-12-21,2017-12-25,1208,RV,2018,House,2018-11-06,46,30.8
Ipsos,2017-12-21,2017-12-25,1435,A,2018,House,2018-11-06,41.1,27.3
Ipsos,2017-12-20,2017-12-24,1240,RV,2018,House,2018-11-06,45.1,31.1
Ipsos,2017-12-20,2017-12-24,1479,A,2018,House,2018-11-06,40.5,27
Ipsos,2017-12-19,2017-12-23,1339,RV,2018,House,2018-11-06,46.5,31
Ipsos,2017-12-19,2017-12-23,1637,A,2018,House,2018-11-06,41,26.7
Ipsos,2017-12-18,2017-12-22,1753,RV,2018,House,2018-11-06,47.2,32
Ipsos,2017-12-18,2017-12-22,2248,A,2018,House,2018-11-06,40.5,27.6
Ipsos,2017-12-17,2017-12-21,1727,RV,2018,House,2018-11-06,46.8,32.7
Ipsos,2017-12-17,2017-12-21,2233,A,2018,House,2018-11-06,40.3,28
Ipsos,2017-12-16,2017-12-20,1793,RV,2018,House,2018-11-06,46.8,32.3
Ipsos,2017-12-16,2017-12-20,2323,A,2018,House,2018-11-06,40.2,27.5
YouGov,2017-12-17,2017-12-19,1280,RV,2018,House,2018-11-06,44,35
Ipsos,2017-12-15,2017-12-19,1937,RV,2018,House,2018-11-06,46.1,31.7
Ipsos,2017-12-15,2017-12-19,2491,A,2018,House,2018-11-06,39.3,27.1
Morning Consult,2017-12-14,2017-12-18,1991,RV,2018,House,2018-11-06,44,34
Ipsos,2017-12-14,2017-12-18,2291,RV,2018,House,2018-11-06,44.6,32.5
Ipsos,2017-12-14,2017-12-18,2891,A,2018,House,2018-11-06,38.6,27.7
McLaughlin & Associates,2017-12-14,2017-12-18,1000,LV,2018,House,2018-11-06,45,44
Quinnipiac University,2017-12-13,2017-12-18,1230,RV,2018,House,2018-11-06,52,37
Public Opinion Strategies,2017-12-14,2017-12-17,800,RV,2018,House,2018-11-06,49,37
SSRS,2017-12-14,2017-12-17,1001,A,2018,House,2018-11-06,54,38
SSRS,2017-12-14,2017-12-17,898,RV,2018,House,2018-11-06,56,38
Ipsos,2017-12-13,2017-12-17,2204,RV,2018,House,2018-11-06,43.3,32
Ipsos,2017-12-13,2017-12-17,2678,A,2018,House,2018-11-06,38.4,27.6
OH Predictive Insights,2017-12-13,2017-12-16,1004,LV,2018,House,2018-11-06,47.5,37.8
Ipsos,2017-12-12,2017-12-16,2188,RV,2018,House,2018-11-06,43.2,31.8
Ipsos,2017-12-12,2017-12-16,2657,A,2018,House,2018-11-06,38.3,27.3
Hart Research Associates/Public Opinion Strategies,2017-12-13,2017-12-15,736,RV,2018,House,2018-11-06,50,39
Ipsos,2017-12-11,2017-12-15,2100,RV,2018,House,2018-11-06,42.2,33.4
Ipsos,2017-12-11,2017-12-15,2538,A,2018,House,2018-11-06,38.1,28.8
Ipsos,2017-12-10,2017-12-14,1889,RV,2018,House,2018-11-06,42.3,33.3
Ipsos,2017-12-10,2017-12-14,2298,A,2018,House,2018-11-06,38,28.6
Ipsos,2017-12-09,2017-12-13,1513,RV,2018,House,2018-11-06,42.4,32.5
Ipsos,2017-12-09,2017-12-13,1841,A,2018,House,2018-11-06,38.2,28.3
Public Policy Polling,2017-12-11,2017-12-12,862,RV,2018,House,2018-11-06,51,40
Monmouth University,2017-12-10,2017-12-12,702,RV,2018,House,2018-11-06,51,36
YouGov,2017-12-10,2017-12-12,1328,RV,2018,House,2018-11-06,44,36
Ipsos,2017-12-08,2017-12-12,1185,RV,2018,House,2018-11-06,42.5,33.1
Ipsos,2017-12-08,2017-12-12,1464,A,2018,House,2018-11-06,37.3,28.7
Morning Consult,2017-12-08,2017-12-11,1955,RV,2018,House,2018-11-06,41,36
Ipsos,2017-12-07,2017-12-11,1175,RV,2018,House,2018-11-06,41,34.1
Ipsos,2017-12-07,2017-12-11,1442,A,2018,House,2018-11-06,36.6,29.9
Quinnipiac University,2017-12-06,2017-12-11,1211,RV,2018,House,2018-11-06,49,37
Ipsos,2017-12-06,2017-12-10,1157,RV,2018,House,2018-11-06,41.8,32.2
Ipsos,2017-12-06,2017-12-10,1413,A,2018,House,2018-11-06,37.4,28.8
Ipsos,2017-12-05,2017-12-09,1206,RV,2018,House,2018-11-06,42.4,32.3
Ipsos,2017-12-05,2017-12-09,1463,A,2018,House,2018-11-06,38.5,29.1
Ipsos,2017-12-04,2017-12-08,1234,RV,2018,House,2018-11-06,41.5,33.1
Ipsos,2017-12-04,2017-12-08,1499,A,2018,House,2018-11-06,37.6,29.5
Marist College,2017-12-04,2017-12-07,1079,RV,2018,House,2018-11-06,50,37
Ipsos,2017-12-03,2017-12-07,1234,RV,2018,House,2018-11-06,41.3,33.5
Ipsos,2017-12-03,2017-12-07,1499,A,2018,House,2018-11-06,37.8,30.2
Ipsos,2017-12-02,2017-12-06,1247,RV,2018,House,2018-11-06,41.2,34.4
Ipsos,2017-12-02,2017-12-06,1532,A,2018,House,2018-11-06,37.6,30.5
YouGov,2017-12-03,2017-12-05,1337,RV,2018,House,2018-11-06,42,36
Ipsos,2017-12-01,2017-12-05,1258,RV,2018,House,2018-11-06,40.7,36
Ipsos,2017-12-01,2017-12-05,1550,A,2018,House,2018-11-06,36.9,31.2
Ipsos,2017-11-30,2017-12-04,1276,RV,2018,House,2018-11-06,41,37.1
Ipsos,2017-11-30,2017-12-04,1552,A,2018,House,2018-11-06,37.2,32.4
Quinnipiac University,2017-11-29,2017-12-04,1508,RV,2018,House,2018-11-06,50,36
Morning Consult,2017-12-01,2017-12-03,1997,RV,2018,House,2018-11-06,40,38
Ipsos,2017-11-29,2017-12-03,1303,RV,2018,House,2018-11-06,40.9,35.9
Ipsos,2017-11-29,2017-12-03,1594,A,2018,House,2018-11-06,36.6,31.6
Ipsos,2017-11-28,2017-12-02,1359,RV,2018,House,2018-11-06,41.2,34.2
Ipsos,2017-11-28,2017-12-02,1656,A,2018,House,2018-11-06,36,29.8
Ipsos,2017-11-27,2017-12-01,1560,RV,2018,House,2018-11-06,41.1,34.3
Ipsos,2017-11-27,2017-12-01,1908,A,2018,House,2018-11-06,36.2,30.1
Winston,2017-11-29,2017-11-30,1000,RV,2018,House,2018-11-06,46,40
Ipsos,2017-11-26,2017-11-30,1567,RV,2018,House,2018-11-06,41.3,33
Ipsos,2017-11-26,2017-11-30,1928,A,2018,House,2018-11-06,36.5,28.6
Ipsos,2017-11-25,2017-11-29,1571,RV,2018,House,2018-11-06,40.1,33.3
Ipsos,2017-11-25,2017-11-29,1962,A,2018,House,2018-11-06,35.8,28.6
YouGov,2017-11-26,2017-11-28,1313,RV,2018,House,2018-11-06,41,35
Ipsos,2017-11-24,2017-11-28,1594,RV,2018,House,2018-11-06,40.3,34.9
Ipsos,2017-11-24,2017-11-28,1970,A,2018,House,2018-11-06,36.1,30.1
Ipsos,2017-11-23,2017-11-27,1571,RV,2018,House,2018-11-06,40.9,34.9
Ipsos,2017-11-23,2017-11-27,1922,A,2018,House,2018-11-06,36.7,30.1
Ipsos,2017-11-22,2017-11-26,1386,RV,2018,House,2018-11-06,40.8,33.8
Ipsos,2017-11-22,2017-11-26,1685,A,2018,House,2018-11-06,36.5,28.7
Morning Consult,2017-11-21,2017-11-25,1994,RV,2018,House,2018-11-06,42,36
Ipsos,2017-11-21,2017-11-25,1324,RV,2018,House,2018-11-06,39.8,35
Ipsos,2017-11-21,2017-11-25,1605,A,2018,House,2018-11-06,35.8,29.7
Ipsos,2017-11-20,2017-11-24,1320,RV,2018,House,2018-11-06,41.9,33.4
Ipsos,2017-11-20,2017-11-24,1597,A,2018,House,2018-11-06,37.3,28.9
Ipsos,2017-11-19,2017-11-23,1262,RV,2018,House,2018-11-06,42,32
Ipsos,2017-11-19,2017-11-23,1543,A,2018,House,2018-11-06,37.5,28
Ipsos,2017-11-18,2017-11-22,1194,RV,2018,House,2018-11-06,41.4,32.7
Ipsos,2017-11-18,2017-11-22,1506,A,2018,House,2018-11-06,36.7,27.8
YouGov,2017-11-19,2017-11-21,1333,RV,2018,House,2018-11-06,42,33
Ipsos,2017-11-17,2017-11-21,1179,RV,2018,House,2018-11-06,41.1,33.1
Ipsos,2017-11-17,2017-11-21,1492,A,2018,House,2018-11-06,37.3,28.3
Ipsos,2017-11-16,2017-11-20,1246,RV,2018,House,2018-11-06,42.3,32.9
Ipsos,2017-11-16,2017-11-20,1562,A,2018,House,2018-11-06,38.1,28.2
Morning Consult,2017-11-16,2017-11-19,2586,RV,2018,House,2018-11-06,43,36
Ipsos,2017-11-15,2017-11-19,1268,RV,2018,House,2018-11-06,42.9,33.1
Ipsos,2017-11-15,2017-11-19,1588,A,2018,House,2018-11-06,38.1,28.3
Ipsos,2017-11-14,2017-11-18,1277,RV,2018,House,2018-11-06,41.9,35
Ipsos,2017-11-14,2017-11-18,1601,A,2018,House,2018-11-06,37.7,30.1
Ipsos,2017-11-13,2017-11-17,1358,RV,2018,House,2018-11-06,42.3,34.9
Ipsos,2017-11-13,2017-11-17,1666,A,2018,House,2018-11-06,38.3,30.4
Ipsos,2017-11-12,2017-11-16,1338,RV,2018,House,2018-11-06,42.7,35.3
Ipsos,2017-11-12,2017-11-16,1629,A,2018,House,2018-11-06,37.6,30.9
Marist College,2017-11-13,2017-11-15,802,RV,2018,House,2018-11-06,43,40
Ipsos,2017-11-11,2017-11-15,1283,RV,2018,House,2018-11-06,42.7,34.6
Ipsos,2017-11-11,2017-11-15,1565,A,2018,House,2018-11-06,38.1,30.9
YouGov,2017-11-12,2017-11-14,1277,RV,2018,House,2018-11-06,42,34
Ipsos,2017-11-10,2017-11-14,1246,RV,2018,House,2018-11-06,42.4,34.4
Ipsos,2017-11-10,2017-11-14,1525,A,2018,House,2018-11-06,38.2,30.6
McLaughlin & Associates,2017-11-09,2017-11-14,1000,LV,2018,House,2018-11-06,46,40
Garin-Hart-Yang Research Group,2017-11-09,2017-11-14,1003,LV,2018,House,2018-11-06,45,34
Ipsos,2017-11-09,2017-11-13,1236,RV,2018,House,2018-11-06,43,33
Ipsos,2017-11-09,2017-11-13,1536,A,2018,House,2018-11-06,38.2,28.5
Quinnipiac University,2017-11-07,2017-11-13,1577,RV,2018,House,2018-11-06,51,38
Rasmussen (Pulse Opinion Research),2017-11-09,2017-11-12,1000,LV,2018,House,2018-11-06,49,41
Ipsos,2017-11-08,2017-11-12,1224,RV,2018,House,2018-11-06,43.3,33.2
Ipsos,2017-11-08,2017-11-12,1533,A,2018,House,2018-11-06,38.4,28.8
Morning Consult,2017-11-09,2017-11-11,1993,RV,2018,House,2018-11-06,44,36
Ipsos,2017-11-07,2017-11-11,1264,RV,2018,House,2018-11-06,44.6,32.3
Ipsos,2017-11-07,2017-11-11,1580,A,2018,House,2018-11-06,39.7,28.7
Ipsos,2017-11-06,2017-11-10,1313,RV,2018,House,2018-11-06,44.3,33.4
Ipsos,2017-11-06,2017-11-10,1648,A,2018,House,2018-11-06,39.5,29.5
Marist College,2017-11-06,2017-11-09,850,RV,2018,House,2018-11-06,51,36
Ipsos,2017-11-05,2017-11-09,1317,RV,2018,House,2018-11-06,42.3,34.5
Ipsos,2017-11-05,2017-11-09,1644,A,2018,House,2018-11-06,38.4,30.1
Ipsos,2017-11-04,2017-11-08,1297,RV,2018,House,2018-11-06,42.4,34.7
Ipsos,2017-11-04,2017-11-08,1608,A,2018,House,2018-11-06,38.6,30.7
YouGov,2017-11-05,2017-11-07,1329,RV,2018,House,2018-11-06,40,33
Ipsos,2017-11-03,2017-11-07,1272,RV,2018,House,2018-11-06,42.4,33.9
Ipsos,2017-11-03,2017-11-07,1573,A,2018,House,2018-11-06,38.4,29.6
Ipsos,2017-11-02,2017-11-06,1514,RV,2018,House,2018-11-06,42.5,33.5
Ipsos,2017-11-02,2017-11-06,1860,A,2018,House,2018-11-06,38.9,29
Morning Consult,2017-11-02,2017-11-06,1990,RV,2018,House,2018-11-06,38,39
SSRS,2017-11-02,2017-11-05,1021,A,2018,House,2018-11-06,50,38
SSRS,2017-11-02,2017-11-05,910,RV,2018,House,2018-11-06,51,40
Ipsos,2017-11-01,2017-11-05,1452,RV,2018,House,2018-11-06,42.8,32.3
Ipsos,2017-11-01,2017-11-05,1769,A,2018,House,2018-11-06,38.9,27.7
Ipsos,2017-10-31,2017-11-04,1508,RV,2018,House,2018-11-06,45,32.5
Ipsos,2017-10-31,2017-11-04,1818,A,2018,House,2018-11-06,40.7,28.3
Ipsos,2017-10-30,2017-11-03,1561,RV,2018,House,2018-11-06,46,32.9
Ipsos,2017-10-30,2017-11-03,1858,A,2018,House,2018-11-06,42.1,28.9
Ipsos,2017-10-29,2017-11-02,1614,RV,2018,House,2018-11-06,47.3,32
